section,sku_idx,sku_id,source_url,add_button_id,name,description,weight_text,price_rub,image_url,image_path,image_width,image_height,img_brightness,img_contrast,img_saturation,img_warmth,img_sharpness,image_quality_score,food_styling_score,appetite_score_data
zakuski,6,zakuski-006,https://363363.ru/zakuski,buttonu44845,Бутерброд с сёмгой,"Хлеб, сыр, запечённая сёгма",,250.0,https://363363.ru/images/image%2077.jpg?crc=301546401,artifacts/sku-audit/images/zakuski/zakuski-006.jpg,251,168,141.72,62.94,119.41,0.948,75.91,7.46,5.09,6.39
zakuski,7,zakuski-007,https://363363.ru/zakuski,buttonu24395,Б УТЕРБРОДы на выбор,"- Хлеб серый, сёмга, сыр филадельфия, маслины, зелень. - Хлеб белый, колбаса сырокопч. колбаса с/к, зелень, черри, сыр маскарпоне; - Бон бакт, сыр сливоч., огурец малосольный.",,250.0,https://363363.ru/images/00000007.jpg?crc=3916307764,artifacts/sku-audit/images/zakuski/zakuski-007.jpg,251,167,209.48,59.74,46.71,1.144,69.92,7.37,4.07,5.89
zakuski,8,zakuski-008,https://363363.ru/zakuski,buttonu44569,Бутерброды с угрём,"- Хлеб серый, белый, угорь, огурец малосольный.",,250.0,https://363363.ru/images/00000007.jpg?crc=3916307764,artifacts/sku-audit/images/zakuski/zakuski-008.jpg,251,167,209.48,59.74,46.71,1.144,69.92,7.37,4.07,5.89
zakuski,9,zakuski-009,https://363363.ru/zakuski,buttonu24709,Огуречные стаканчики,"- Сёмга, кунжут соус тар-тар; 170 р",,150.0,https://363363.ru/images/00000009.jpg?crc=244409587,artifacts/sku-audit/images/zakuski/zakuski-009.jpg,268,178,194.21,71.24,72.11,1.214,73.72,8.06,4.68,6.54
zakuski,10,zakuski-010,https://363363.ru/zakuski,buttonu24652,Мини пирожки на выбор,"С картошкой, с курицей, с капустой, с горбушей, с различными фруктами с печенью, с луком и яйцом",,95.0,https://363363.ru/images/00000010.jpg?crc=3819419139,artifacts/sku-audit/images/zakuski/zakuski-010.jpg,253,168,208.89,53.29,79.97,1.38,55.38,5.9,5.21,5.59
zakuski,11,zakuski-011,https://363363.ru/zakuski,buttonu44510,Мини пирожки с сёмгой,Мини пирожки с сёмгой,,120.0,https://363363.ru/images/00000010.jpg?crc=3819419139,artifacts/sku-audit/images/zakuski/zakuski-011.jpg,253,168,208.89,53.29,79.97,1.38,55.38,5.9,5.21,5.59
zakuski,12,zakuski-012,https://363363.ru/zakuski,buttonu24554,Рулетики из баклажанов,"Баклажан, сыр, чеснок,",,1400.0,https://363363.ru/images/00000014.jpg?crc=217857861,artifacts/sku-audit/images/zakuski/zakuski-012.jpg,251,167,198.11,72.23,50.45,1.128,78.99,8.56,4.05,6.53
zakuski,13,zakuski-013,https://363363.ru/zakuski,buttonu40234,Рулетики из языка,"огурец малосольный, хрен",,470.0,https://363363.ru/images/%d1%80%d1%83%d0%bb%d0%b5%d1%82%d0%b8%d0%ba%d0%b8-%d0%b8%d0%b7-%d1%8f%d0%b7%d1%8b%d0%ba%d0%b0-crop-u40243.png?crc=4199695538,artifacts/sku-audit/images/zakuski/zakuski-013.png,251,168,181.46,63.09,71.73,1.269,63.32,6.75,4.63,5.8
zakuski,14,zakuski-014,https://363363.ru/zakuski,buttonu24601,Салаты в тарталетках,"Генеральский, столичный, гранатовый браслет, сельдь под шубой, оливье, морское дно, гнездо глухаря",,95.0,https://363363.ru/images/00000013.jpg?crc=4000286669,artifacts/sku-audit/images/zakuski/zakuski-014.jpg,251,167,202.73,60.96,68.0,1.273,68.47,7.25,4.72,6.11
zakuski,15,zakuski-015,https://363363.ru/zakuski,buttonu24340,Блины с красной икрой,"Блины, масло сливочное, красная икра, яйцо-белок, зелень.",,420.0,https://363363.ru/images/00000008.jpg?crc=4112249787,artifacts/sku-audit/images/zakuski/zakuski-015.jpg,251,167,214.77,50.79,53.74,1.212,53.22,5.67,4.38,5.09
zakuski,16,zakuski-016,https://363363.ru/zakuski,buttonu44799,Блины по царски,"Красная икра, сёмга, огурчик, сыр и зелень",,420.0,https://363363.ru/images/00000008.jpg?crc=4112249787,artifacts/sku-audit/images/zakuski/zakuski-016.jpg,251,167,214.77,50.79,53.74,1.212,53.22,5.67,4.38,5.09
zakuski,17,zakuski-017,https://363363.ru/zakuski,buttonu24446,Закуска Роллы с курицей,"- Курица, салат листовой, брынза, соус. - Филе сельди, рис, лук зелёный, майонез",,160.0,https://363363.ru/images/whatsapp%20image%202019-12-27%20at%20133854.jpg?crc=3874218344,artifacts/sku-audit/images/zakuski/zakuski-017.jpg,251,188,156.43,67.56,112.07,1.558,69.71,7.26,5.84,6.62
zakuski,18,zakuski-018,https://363363.ru/zakuski,buttonu21419,Профитроли с куриным рулетом,Профитроли с куриным рулетом,,145.0,https://363363.ru/images/00000002.jpg?crc=4221125558,artifacts/sku-audit/images/zakuski/zakuski-018.jpg,253,168,203.15,53.89,89.28,1.452,63.5,6.54,5.5,6.07
zakuski,19,zakuski-019,https://363363.ru/zakuski,buttonu54868,Профитроли с сырно-крабовой начинкой,Профитроли с сырно-крабовой начинкой,,145.0,https://363363.ru/images/00000002.jpg?crc=4221125558,artifacts/sku-audit/images/zakuski/zakuski-019.jpg,253,168,203.15,53.89,89.28,1.452,63.5,6.54,5.5,6.07
zakuski,20,zakuski-020,https://363363.ru/zakuski,buttonu55381,Профитроли с семгой,Профитроли с семгой,,210.0,https://363363.ru/images/00000002.jpg?crc=4221125558,artifacts/sku-audit/images/zakuski/zakuski-020.jpg,253,168,203.15,53.89,89.28,1.452,63.5,6.54,5.5,6.07
zakuski,21,zakuski-021,https://363363.ru/zakuski,buttonu49136,Заливное из говядины,Заливное из говядины,,210.0,https://363363.ru/images/b3085f5b.jpg?crc=100548900,artifacts/sku-audit/images/zakuski/zakuski-021.jpg,303,167,169.58,58.96,94.21,1.279,52.71,5.61,5.12,5.39
zakuski,22,zakuski-022,https://363363.ru/zakuski,buttonu49446,Сет мясной,"Голень темпура, палочки сырные во фритюре, запеканка картофельная с брокколи и заливное из языка",,990.0,https://363363.ru/images/setmyaso-crop-u49450.jpg?crc=85428856,artifacts/sku-audit/images/zakuski/zakuski-022.jpg,251,168,116.91,45.88,155.09,2.541,62.38,5.41,7.9,6.53
zakuski,23,zakuski-023,https://363363.ru/zakuski,buttonu49505,Сет рыбный,"Семга и креветки обжаренная во фритюре, сырные палочки, кольца лука в кляре, заливное из сёмги",,1400.0,https://363363.ru/images/setmore-crop-u49502.jpg?crc=43786724,artifacts/sku-audit/images/zakuski/zakuski-023.jpg,251,168,131.05,48.87,170.59,2.857,57.72,5.27,8.82,6.87
zakuski,24,zakuski-024,https://363363.ru/zakuski,buttonu49074,Заливное из семги,Заливное из семги,,210.0,https://363363.ru/images/zalivnoe_iz_semgi-crop-u49077.jpg?crc=5424624,artifacts/sku-audit/images/zakuski/zakuski-024.jpg,251,168,134.78,61.17,158.44,1.774,44.35,4.74,7.11,5.81
zakuski,25,zakuski-025,https://363363.ru/zakuski,buttonu49984,Запеченная подушечка из брокколи и картофеля с семгой холодного копчения,Запеченная подушечка из брокколи и картофеля с семгой холодного копчения,,250.0,https://363363.ru/images/kurica_s_brokkoli_v_duhovke-128681-crop-u49986.jpg?crc=53049579,artifacts/sku-audit/images/zakuski/zakuski-025.jpg,251,168,160.36,62.58,111.74,1.618,50.05,5.47,5.93,5.68
zakuski,26,zakuski-026,https://363363.ru/zakuski,buttonu50043,Мини слоеная подушечка,На выбор: с креветкой либо с сельдью,,120.0,https://363363.ru/images/43184899_721717824876323_926069379979929864_n-crop-u50045.jpg?crc=316565728,artifacts/sku-audit/images/zakuski/zakuski-026.jpg,251,168,160.54,51.13,144.36,2.119,51.14,5.07,7.42,6.13
zakuski,27,zakuski-027,https://363363.ru/zakuski,buttonu52714,Мини-круассан с угрем,Мини-круассан с угрем,,230.0,https://363363.ru/images/232223232322.png?crc=3844695786,artifacts/sku-audit/images/zakuski/zakuski-027.png,251,182,149.65,62.35,105.93,1.493,56.79,5.93,5.54,5.75
zakuski,28,zakuski-028,https://363363.ru/zakuski,buttonu49184,Праздничный салат в фуршетной форме на выбор,"Праздничный салат в фуршетной форме на выбор: оливье, кокетка, сельдь под шубой, морское дно, мимоза",,210.0,https://363363.ru/images/salat_iz_pecheni_treski_sloenii-210359.jpg?crc=4216082104,artifacts/sku-audit/images/zakuski/zakuski-028.jpg,277,189,114.22,69.12,132.69,1.53,44.07,4.89,5.97,5.38
zakuski,29,zakuski-029,https://363363.ru/zakuski,buttonu52870,Мини-круассан с лососем,Мини-круассан с лососем,,270.0,https://363363.ru/images/232223232322.png?crc=3844695786,artifacts/sku-audit/images/zakuski/zakuski-029.png,251,182,149.65,62.35,105.93,1.493,56.79,5.93,5.54,5.75
zakuski,30,zakuski-030,https://363363.ru/zakuski,buttonu52818,Мини-круассан со свининой и овощами,Мини-круассан со свининой и овощами,,230.0,https://363363.ru/images/232223232322.png?crc=3844695786,artifacts/sku-audit/images/zakuski/zakuski-030.png,251,182,149.65,62.35,105.93,1.493,56.79,5.93,5.54,5.75
zakuski,31,zakuski-031,https://363363.ru/zakuski,buttonu52932,Мини слоенная подушечка с креветкой,Мини слоенная подушечка с креветкой,,170.0,https://363363.ru/images/43184899_721717824876323_926069379979929864_n2-crop-u52930.jpg?crc=156077452,artifacts/sku-audit/images/zakuski/zakuski-031.jpg,251,168,160.16,48.77,140.21,2.059,54.21,5.22,7.23,6.12
zakuski,32,zakuski-032,https://363363.ru/zakuski,buttonu52766,Мини-круассан с курицей,Мини-круассан с курицей,,230.0,https://363363.ru/images/232223232322.png?crc=3844695786,artifacts/sku-audit/images/zakuski/zakuski-032.png,251,182,149.65,62.35,105.93,1.493,56.79,5.93,5.54,5.75
zakuski,33,zakuski-033,https://363363.ru/zakuski,buttonu49029,Заливное из языка,Заливное из языка,,210.0,https://363363.ru/images/zalivnoeizyazika.jpg?crc=3965539848,artifacts/sku-audit/images/zakuski/zakuski-033.jpg,251,168,160.49,68.98,104.13,1.364,72.53,7.59,5.41,6.61
zakuski,34,zakuski-034,https://363363.ru/zakuski,buttonu55734,БУТЕРБРОД ГОРЯЧИЙ С СЕМГОЙ И СЫРОМ,БУТЕРБРОД ГОРЯЧИЙ С СЕМГОЙ И СЫРОМ,,290.0,https://363363.ru/images/buterbrody-s-semgoj-recept-s-foto-2.jpg?crc=124935286,artifacts/sku-audit/images/zakuski/zakuski-034.jpg,251,188,151.24,60.03,121.86,1.811,47.88,5.11,6.38,5.68
zakuski,35,zakuski-035,https://363363.ru/zakuski,buttonu55779,"КАНАПЕ С КУРОЧКОЙ, ПОМИДОРОМ ЧЕРРИ И СЫРОМ НА ШПАЖКЕ","КАНАПЕ С КУРОЧКОЙ, ПОМИДОРОМ ЧЕРРИ И СЫРОМ НА ШПАЖКЕ",,180.0,https://363363.ru/images/image%2074-crop-u55777.jpg?crc=4288374818,artifacts/sku-audit/images/zakuski/zakuski-035.jpg,251,168,134.84,62.03,114.89,1.819,53.58,5.53,6.08,5.78
desert,1,desert-001,https://363363.ru/desert,buttonu25011,Капкейки,"Ассорти шоколадных, сливочных, ореховых капкейков украшенных декором",,150.0,https://363363.ru/images/ss8.jpg?crc=3919582310,artifacts/sku-audit/images/desert/desert-001.jpg,268,178,196.71,67.81,71.12,1.284,74.12,7.96,4.76,6.52
desert,2,desert-002,https://363363.ru/desert,buttonu25058,Тарталетки лесная ягода,"Шоколадная тарталетка, ягодный мусс, орех",,150.0,https://363363.ru/images/ss3.jpg?crc=517277505,artifacts/sku-audit/images/desert/desert-002.jpg,253,168,183.14,82.42,57.35,1.153,78.48,8.84,4.14,6.72
desert,3,desert-003,https://363363.ru/desert,buttonu25021,Тирамсу,Классический итальянский десерт тирамису в форме мини пирожных,,150.0,https://363363.ru/images/ss13.jpg?crc=294705322,artifacts/sku-audit/images/desert/desert-003.jpg,251,167,192.4,74.22,73.29,1.26,75.81,8.34,4.75,6.72
desert,4,desert-004,https://363363.ru/desert,buttonu25036,Пирожные Вупи,"Шоколадный бисквит с начинкой тирамсу, шоколадной начинкой",,150.0,https://363363.ru/images/ss5.jpg?crc=3920044723,artifacts/sku-audit/images/desert/desert-004.jpg,251,167,182.21,78.87,55.43,1.15,70.39,8.02,4.07,6.24
desert,5,desert-005,https://363363.ru/desert,buttonu25345,Фруктовое канапе,Мини бисквитные тостики с кремом и фруктами,,150.0,https://363363.ru/images/ss1.jpg?crc=199296026,artifacts/sku-audit/images/desert/desert-005.jpg,268,178,192.93,74.38,83.05,1.368,70.5,7.92,5.14,6.67
desert,6,desert-006,https://363363.ru/desert,buttonu25680,Буше,Нежные бисквитные пирожные со сливочным кремом и маскарпоне,,150.0,https://363363.ru/images/ss14.jpg?crc=3771460627,artifacts/sku-audit/images/desert/desert-006.jpg,253,168,222.03,36.8,63.09,1.302,51.54,4.99,4.79,4.9
desert,7,desert-007,https://363363.ru/desert,buttonu25241,Волованы,"с творожной начинкой,",,150.0,https://363363.ru/images/ss4.jpg?crc=504354124,artifacts/sku-audit/images/desert/desert-007.jpg,251,167,215.33,42.96,68.79,1.317,58.08,5.73,4.9,5.36
desert,8,desert-008,https://363363.ru/desert,buttonu25285,Пирожное Медовик,Классические пирожные на медовых коржах с прослойкой из сметанного крема.,,150.0,https://363363.ru/images/ss6.jpg?crc=140937962,artifacts/sku-audit/images/desert/desert-008.jpg,251,167,202.22,59.18,94.12,1.476,68.59,7.18,5.64,6.49
desert,9,desert-009,https://363363.ru/desert,buttonu25451,Бисквитное ассорти,"Бисквитные рулеты с начинками на выбор / фруктовые, ореховые, шоколадные",,150.0,https://363363.ru/images/ss7.jpg?crc=446737775,artifacts/sku-audit/images/desert/desert-009.jpg,268,178,201.51,62.79,73.87,1.296,63.59,6.92,4.89,6.01
desert,10,desert-010,https://363363.ru/desert,buttonu25502,Ассорти трюфельных конфет,Дуэт конфет из темного трюфеля с натуральным какао и сливочного шоколада с фундуком в кокосовой обсыпке,,150.0,https://363363.ru/images/ss9.jpg?crc=3954042276,artifacts/sku-audit/images/desert/desert-010.jpg,253,168,216.12,61.86,31.09,1.071,57.04,6.46,3.63,5.19
desert,11,desert-011,https://363363.ru/desert,buttonu25559,Улитки с корицей,Улитки с корицей в шоколадной глазури,,150.0,https://363363.ru/images/ss10.jpg?crc=403781281,artifacts/sku-audit/images/desert/desert-011.jpg,251,167,198.5,71.45,55.13,1.179,65.53,7.43,4.24,5.99
desert,12,desert-012,https://363363.ru/desert,buttonu25612,Тарталетки с грецким орехом,"Песочная корзиночка с вареной сгущенкой и грецким орехом (на выбор с карамельной начинкой и различными фруктами, фисташковым кремом, шоколадным кремом)",,150.0,https://363363.ru/images/ss11.jpg?crc=4032111428,artifacts/sku-audit/images/desert/desert-012.jpg,250,167,189.0,71.14,84.47,1.352,73.04,7.95,5.13,6.68
desert,13,desert-013,https://363363.ru/desert,buttonu25734,Мусс банан-шоколад,"Двухслойное пирожное со вкусом темного шоколада и банана, пропитанного на шоколадном бисквите",,150.0,https://363363.ru/images/ss12.jpg?crc=383247322,artifacts/sku-audit/images/desert/desert-013.jpg,267,178,204.45,63.43,77.86,1.353,66.99,7.26,5.09,6.28
desert,14,desert-014,https://363363.ru/desert,buttonu49799,Яблоко запеченное (рекомендовано к посту),"Яблоко запеченное с грецким орехом, медом, и корицей",,320.0,https://363363.ru/images/orig.jpg?crc=514467529,artifacts/sku-audit/images/desert/desert-014.jpg,251,177,131.34,69.07,117.74,1.608,45.04,5.11,5.84,5.44
desert,15,desert-015,https://363363.ru/desert,buttonu51745,Пирожное молочная девочка,"Состав: Яйцо, молоко сгущенное, масло сливочное, мука, ванилин, соль, сливки жив. происхождения",,150.0,https://363363.ru/images/148_pirozhnoe-molochnaya-devochka-crop-u51736.jpg?crc=72238692,artifacts/sku-audit/images/desert/desert-015.jpg,251,168,157.94,66.13,38.85,1.108,58.88,6.33,3.41,5.02
desert,16,desert-016,https://363363.ru/desert,buttonu57018,Пирожное лакомка,Пирожное лакомка,,150.0,https://363363.ru/images/1646124094_7-balthazar-club-p-pirozhnoe-lakomka-8-crop-u57022.jpg?crc=345778077,artifacts/sku-audit/images/desert/desert-016.jpg,251,168,196.04,36.72,133.76,2.024,45.25,4.26,7.32,5.64
desert,17,desert-017,https://363363.ru/desert,buttonu56860,Пирожное красный бархат,Пирожное красный бархат,,150.0,https://363363.ru/images/image%2078-crop-u56857.jpg?crc=215218239,artifacts/sku-audit/images/desert/desert-017.jpg,251,168,136.21,74.26,116.01,1.537,57.5,6.39,5.74,6.1
desert,18,desert-018,https://363363.ru/desert,buttonu56914,Пирожное презент,Пирожное презент,,150.0,https://363363.ru/images/image%20147.jpg?crc=4195451552,artifacts/sku-audit/images/desert/desert-018.jpg,251,167,237.12,36.69,16.79,1.054,46.83,4.72,3.42,4.13
desert,19,desert-019,https://363363.ru/desert,buttonu56969,Пирожное йогуртовое,Пирожное йогуртовое,,150.0,https://363363.ru/images/51188528-crop-u56971.jpg?crc=419396842,artifacts/sku-audit/images/desert/desert-019.jpg,251,168,222.91,40.08,42.42,1.145,49.14,4.94,4.07,4.55
desert,20,desert-020,https://363363.ru/desert,buttonu81015,Десерт Трайфл Сникерс,"Бисквит темный, соленая карамель, дробленый арахис, сгущенное молоко, с творожным кремом, взбитыми сливками и соленой карамелью",,240.0,https://363363.ru/images/1583513490_14-p-traifli-snikers-44.jpg?crc=3854124199,artifacts/sku-audit/images/desert/desert-020.jpg,297,167,151.45,64.37,77.31,1.293,68.31,6.97,4.56,5.89
desert,21,desert-021,https://363363.ru/desert,buttonu81069,Десерт Баннофи пай,"Бисквит, ром, сливочная карамель, безе, бананы, взбитые сливки",,270.0,https://363363.ru/images/36aaa2a61a03e926fd29e96f539255d1.jpg?crc=448194525,artifacts/sku-audit/images/desert/desert-021.jpg,251,167,198.67,40.85,31.52,1.061,46.21,4.53,3.49,4.06
desert,22,desert-022,https://363363.ru/desert,buttonu81117,Десерт Трайфл изумрудный,"Бисквит, творожный крем, малиновый курд, банан, киви, взбитые сливки",,250.0,https://363363.ru/images/no_product-crop-u81128.png?crc=4198338705,artifacts/sku-audit/images/desert/desert-022.png,251,168,247.45,15.59,0.56,0.998,38.76,3.24,3.02,3.14
desert,23,desert-023,https://363363.ru/desert,buttonu81175,Пирожное ШУ французское,"Заварное тесто, белковый крем, заварной крем, свежие фрукты",,270.0,https://363363.ru/images/%d0%b8%d0%b7%d0%be%d0%b1%d1%80%d0%b0%d0%b6%d0%b5%d0%bd%d0%b8%d0%b5%20whatsapp%202024-01-23%20%d0%b2%20151143_1ae2e5aa.jpg?crc=3836971580,artifacts/sku-audit/images/desert/desert-023.jpg,251,188,129.83,66.09,78.53,1.309,44.68,4.94,4.45,4.72
desert,24,desert-024,https://363363.ru/desert,buttonu81223,Медовые пирожные,"Сахар, яйцо, мука в/с, мед, сливочно-творожный крем, свежие фрукты",,150.0,https://363363.ru/images/no_product-crop-u81221.png?crc=4198338705,artifacts/sku-audit/images/desert/desert-024.png,251,168,247.45,15.59,0.56,0.998,38.76,3.24,3.02,3.14
desert,25,desert-025,https://363363.ru/desert,buttonu81273,Десерт Павлова,с лимонным курдом и сливочно-творожным кремом,,150.0,https://363363.ru/images/no_product-crop-u81276.png?crc=4198338705,artifacts/sku-audit/images/desert/desert-025.png,251,168,247.45,15.59,0.56,0.998,38.76,3.24,3.02,3.14
napitki,1,napitki-001,https://363363.ru/napitki,buttonu30881,Bon Aqua газ.,Bon Aqua газ.,,,https://363363.ru/images/147m.jpg?crc=3974552521,artifacts/sku-audit/images/napitki/napitki-001.jpg,163,163,239.16,41.1,13.89,0.971,59.78,5.98,3.25,4.75
napitki,2,napitki-002,https://363363.ru/napitki,buttonu30713,Bon Aqua не газ.,Bon Aqua не газ.,,,https://363363.ru/images/menu__big147__php7wknhq.jpg?crc=3806027823,artifacts/sku-audit/images/napitki/napitki-002.jpg,50,163,216.15,47.83,53.06,0.821,81.14,7.83,3.85,6.04
napitki,3,napitki-003,https://363363.ru/napitki,buttonu30678,Coca Cola,"В ес: 0,5 л.",,,https://363363.ru/images/4340.jpg?crc=3888368262,artifacts/sku-audit/images/napitki/napitki-003.jpg,167,167,217.1,81.34,22.41,1.027,56.78,7.29,3.36,5.52
napitki,4,napitki-004,https://363363.ru/napitki,buttonu30696,Pepsi,"В ес: 0,6 л.",,,https://363363.ru/images/pepsi.jpg?crc=4227739593,artifacts/sku-audit/images/napitki/napitki-004.jpg,139,167,207.96,86.5,31.07,0.985,58.46,7.58,3.45,5.72
napitki,5,napitki-005,https://363363.ru/napitki,buttonu30942,Сок морковный свежевыжатый,Сок морковный свежевыжатый,,250.0,https://363363.ru/images/sok_1.jpg?crc=141283356,artifacts/sku-audit/images/napitki/napitki-005.jpg,163,163,213.58,56.48,79.04,1.399,55.24,6.07,5.25,5.7
napitki,6,napitki-006,https://363363.ru/napitki,buttonu30989,Сок апельсиновый свежевыжатый,Сок апельсиновый свежевыжатый,,350.0,https://363363.ru/images/%d1%81%d0%be%d0%ba-%d0%b0%d0%bf%d0%b5%d0%bb%d1%8c%d1%81%d0%b8%d0%bd%d0%be%d0%b2%d1%8b%d0%b9-%d1%81%d0%b2%d0%b5%d0%b6%d0%b5%d0%b2%d1%8b%d0%b6%d0%b0%d1%82%d1%8b%d0%b9.jpg?crc=135755,artifacts/sku-audit/images/napitki/napitki-006.jpg,149,163,226.69,37.58,76.66,1.404,48.01,4.77,5.31,5.01
napitki,7,napitki-007,https://363363.ru/napitki,buttonu31034,Сок яблочно-морковный свежевыжатый,Сок яблочно-морковный свежевыжатый,,350.0,https://363363.ru/images/apple-carrot-900x900-900x900.jpg?crc=3881199723,artifacts/sku-audit/images/napitki/napitki-007.jpg,167,167,225.28,46.9,60.32,1.296,51.79,5.47,4.74,5.14
napitki,8,napitki-008,https://363363.ru/napitki,buttonu31092,Сок Добрый Апельсин,"В ес: 0,9 л.",,,https://363363.ru/images/apel.png?crc=3782532649,artifacts/sku-audit/images/napitki/napitki-008.png,158,164,65.77,82.74,78.54,1.982,58.71,6.28,4.82,5.62
napitki,9,napitki-009,https://363363.ru/napitki,buttonu31150,Сок Добрый Яблоко,"В ес: 0,9 л.",,,https://363363.ru/images/large_image.jpg?crc=254181845,artifacts/sku-audit/images/napitki/napitki-009.jpg,163,163,215.15,64.46,50.94,0.986,59.63,6.78,4.01,5.53
napitki,10,napitki-010,https://363363.ru/napitki,buttonu31205,Сок Добрый Персик,"В ес: 0,9 л.",,,https://363363.ru/images/199bfc34-dc53-11e5-bf2e-7446a0fe36b1_fd6e63b0-dd79-11e5-bf2e-7446a0fe36b1.jpg?crc=4034752017,artifacts/sku-audit/images/napitki/napitki-010.jpg,161,161,225.04,57.4,39.4,1.069,62.2,6.77,3.91,5.48
napitki,11,napitki-011,https://363363.ru/napitki,buttonu31247,Сок Добрый Ананас,"В ес: 0,9 л.",,,https://363363.ru/images/ananasovyj-800x600.jpg?crc=192939750,artifacts/sku-audit/images/napitki/napitki-011.jpg,223,167,232.78,49.81,30.59,1.052,57.98,6.16,3.73,5.07
napitki,12,napitki-012,https://363363.ru/napitki,buttonu31303,Сок Добрый Виноград,"В ес: 0,9 л.",,,https://363363.ru/images/vinograd-800x600.png?crc=102690422,artifacts/sku-audit/images/napitki/napitki-012.png,216,162,27.54,59.08,24.17,1.07,51.05,4.33,1.93,3.25
napitki,13,napitki-013,https://363363.ru/napitki,buttonu31357,Сок Добрый Томат,"В ес: 0,9 л.",,,https://363363.ru/images/443488_1.jpg?crc=303541202,artifacts/sku-audit/images/napitki/napitki-013.jpg,163,163,216.49,64.04,45.33,1.041,60.28,6.83,3.95,5.53
napitki,14,napitki-014,https://363363.ru/napitki,buttonu31409,Сок Добрый Груша,"В ес: 0,9 л.",,,https://363363.ru/images/1016882580.jpg?crc=3897245099,artifacts/sku-audit/images/napitki/napitki-014.jpg,55,161,156.11,55.2,130.38,1.195,80.34,7.6,5.81,6.79
napitki,15,napitki-015,https://363363.ru/napitki,buttonu31458,Сок Добрый Яблоко-Малина-Черноплодная рябина,Сок Добрый Яблоко-Малина-Черноплодная рябина,,,https://363363.ru/images/5925_0.jpg?crc=4101238338,artifacts/sku-audit/images/napitki/napitki-015.jpg,178,178,227.09,57.31,34.07,1.053,60.66,6.65,3.77,5.35
napitki,16,napitki-016,https://363363.ru/napitki,buttonu31509,Сок Добрый Яблоко-Вишня-Черноплодная рябина,Сок Добрый Яблоко-Вишня-Черноплодная рябина,,,https://363363.ru/images/1-vishnya.png?crc=4147684703,artifacts/sku-audit/images/napitki/napitki-016.png,98,162,57.56,73.36,66.73,1.41,72.1,6.91,3.69,5.46
napitki,17,napitki-017,https://363363.ru/napitki,buttonu40532,Морс Брусничный,Морс Брусничный,,350.0,https://363363.ru/images/jagody_i_mors176x176.jpg?crc=4159277901,artifacts/sku-audit/images/napitki/napitki-017.jpg,176,176,195.15,80.36,67.74,1.223,73.14,8.41,4.58,6.69
napitki,18,napitki-018,https://363363.ru/napitki,buttonu40586,Морс Клюквенный,Морс Клюквенный,,350.0,https://363363.ru/images/klukvenniy_mors-crop-u40576.png?crc=3871546431,artifacts/sku-audit/images/napitki/napitki-018.png,251,168,207.41,75.84,51.75,1.15,61.5,7.36,4.19,5.93
napitki,19,napitki-019,https://363363.ru/napitki,buttonu57905,Морс Ягодное ассорти,Морс Ягодное ассорти,,350.0,https://363363.ru/images/klukvenniy_mors-crop-u57903.png?crc=3871546431,artifacts/sku-audit/images/napitki/napitki-019.png,251,168,207.41,75.84,51.75,1.15,61.5,7.36,4.19,5.93
